datetime,datetime_nano,highest,last_price,lowest,open_interest,volume,amount,ask_price1,ask_volume1,ask_price2,ask_volume2,ask_price3,ask_volume3,ask_price4,ask_volume4,ask_price5,ask_volume5,bid_price1,bid_volume1,bid_price2,bid_volume2,bid_price3,bid_volume3,bid_price4,bid_volume4,bid_price5,bid_volume5
2023-04-27 20:55:58.25,1682600158250000000,,,,1309.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2023-04-27 20:59:00.0,1682600340000000000,,,,1309.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,72.0,1.0,47.0,6.0,46.0,2.0,36.0,3.0,35.0,1.0
2023-04-27 21:00:00.25,1682600400250000000,,,,1309.0,0.0,0.0,232.0,2.0,795.0,10.0,,0.0,,0.0,,0.0,110.0,4.0,72.5,10.0,72.0,1.0,47.0,6.0,46.0,2.0
2023-04-27 21:00:00.75,1682600400750000000,,,,1309.0,0.0,0.0,232.0,2.0,795.0,10.0,,0.0,,0.0,,0.0,110.0,4.0,80.0,2.0,72.5,10.0,72.0,1.0,47.0,6.0
2023-04-27 21:00:01.5,1682600401500000000,,,,1309.0,0.0,0.0,231.5,10.0,232.0,2.0,,0.0,,0.0,,0.0,110.5,10.0,110.0,4.0,80.0,2.0,72.0,1.0,47.0,6.0
2023-04-27 21:00:02.25,1682600402250000000,,,,1309.0,0.0,0.0,231.5,10.0,232.0,2.0,,0.0,,0.0,,0.0,110.5,10.0,110.0,4.0,72.0,1.0,47.0,6.0,46.0,2.0
2023-04-27 21:00:03.25,1682600403250000000,,,,1309.0,0.0,0.0,228.5,10.0,231.5,10.0,232.0,2.0,,0.0,,0.0,113.5,10.0,110.5,10.0,110.0,4.0,72.0,1.0,47.0,6.0
2023-04-27 21:00:03.5,1682600403500000000,,,,1309.0,0.0,0.0,210.5,24.0,228.5,10.0,231.5,10.0,232.0,2.0,,0.0,113.5,10.0,111.0,2.0,110.5,10.0,110.0,4.0,72.0,1.0
2023-04-27 21:00:04.0,1682600404000000000,,,,1309.0,0.0,0.0,210.5,24.0,228.0,10.0,228.5,10.0,232.0,2.0,,0.0,114.0,10.0,113.5,10.0,111.0,2.0,110.0,4.0,72.0,1.0
2023-04-27 21:00:04.25,1682600404250000000,,,,1309.0,0.0,0.0,210.5,24.0,228.0,10.0,232.0,2.0,,0.0,,0.0,114.0,10.0,111.0,2.0,110.0,4.0,72.0,1.0,47.0,6.0
2023-04-27 21:00:04.5,1682600404500000000,,,,1309.0,0.0,0.0,210.0,10.0,210.5,24.0,232.0,2.0,,0.0,,0.0,147.5,24.0,114.5,10.0,114.0,10.0,111.0,2.0,110.0,4.0
2023-04-27 21:00:04.75,1682600404750000000,,,,1309.0,0.0,0.0,210.5,24.0,222.5,10.0,232.0,2.0,,0.0,,0.0,147.5,24.0,117.0,10.0,114.5,10.0,114.0,10.0,111.0,2.0
2023-04-27 21:00:05.0,1682600405000000000,,,,1309.0,0.0,0.0,210.0,10.0,210.5,24.0,232.0,2.0,,0.0,,0.0,147.5,24.0,117.0,10.0,111.5,10.0,111.0,2.0,110.0,4.0
2023-04-27 21:00:05.25,1682600405250000000,,,,1309.0,0.0,0.0,210.5,24.0,224.5,10.0,232.0,2.0,,0.0,,0.0,148.0,20.0,147.5,24.0,110.0,4.0,72.0,1.0,47.0,6.0
2023-04-27 21:00:05.5,1682600405500000000,,,,1309.0,0.0,0.0,210.5,24.0,224.5,10.0,232.0,2.0,,0.0,,0.0,150.5,10.0,148.0,20.0,147.5,24.0,110.0,4.0,72.0,1.0
2023-04-27 21:00:05.75,1682600405750000000,,,,1309.0,0.0,0.0,210.5,24.0,226.0,10.0,232.0,2.0,,0.0,,0.0,171.0,24.0,148.5,10.0,110.0,4.0,72.0,1.0,47.0,6.0
2023-04-27 21:00:06.0,1682600406000000000,,,,1309.0,0.0,0.0,210.5,24.0,226.5,10.0,232.0,2.0,,0.0,,0.0,171.0,24.0,169.0,10.0,153.5,10.0,110.0,4.0,72.0,1.0
2023-04-27 21:00:06.75,1682600406750000000,,,,1309.0,0.0,0.0,210.5,24.0,226.5,10.0,232.0,2.0,,0.0,,0.0,174.0,10.0,171.0,24.0,169.0,10.0,110.0,4.0,72.0,1.0
2023-04-27 21:00:08.75,1682600408750000000,,,,1309.0,0.0,0.0,210.5,24.0,211.0,10.0,232.0,2.0,,0.0,,0.0,174.5,10.0,174.0,10.0,171.0,24.0,110.0,4.0,72.0,1.0
